student_id,well_versed_with_the_subject,explains_concepts_in_an_understandable_way,use_of_presentations,degree_of_difficulty_of_assignments,solves_doubts_willingly,structuring_of_the_course,provides_support_for_students_going_above_and_beyond,course_recommendation_based_on_relevance,overall_satisfaction,comments,sentiment_polarity,sentiment_label
275,8,5,4,9,5,5,8,10,6.75,SYNTHETIC: tasks felt challenging; presentations are text-heavy,0.5,Positive
478,5,10,7,6,8,7,3,9,6.875,SYNTHETIC: concepts are clear; mentor support is good; presentations add value,0.39999999999999997,Positive
132,6,9,5,8,10,3,2,10,6.625,SYNTHETIC: concepts are clear; workload feels heavy; mentor support is good; course needs better structure,0.275,Positive
515,8,3,5,10,3,4,9,4,5.75,SYNTHETIC: need clearer explanations; assignments are too hard; slow response to queries; course needs better structure,-0.030555555555555596,Neutral
44,8,9,5,3,6,9,4,9,6.625,SYNTHETIC: teaching is clear and concise; assignments are manageable,0.1,Neutral
388,6,10,4,5,6,4,4,9,6.0,SYNTHETIC: explanations are easy to follow; course needs better structure; slides could be improved,0.4666666666666667,Positive
204,8,7,6,3,3,10,3,6,5.75,SYNTHETIC: explanations are easy to follow; workload is reasonable; slow response to queries,0.11111111111111109,Positive
338,5,2,4,6,9,10,9,4,6.125,SYNTHETIC: struggled to follow some topics; doubt solving is helpful; slides could be improved,0.0,Neutral
619,8,7,6,4,3,9,3,8,6.0,SYNTHETIC: teaching is clear and concise; slow response to queries,-0.03333333333333335,Neutral
205,8,4,4,2,1,7,9,7,5.25,SYNTHETIC: struggled to follow some topics; tasks are fair; hard to get help when needed; slides could be improved,0.20416666666666664,Positive
39,7,3,7,10,6,4,8,2,5.875,SYNTHETIC: struggled to follow some topics; assignments are too hard; course needs better structure; slides are helpful,0.10416666666666666,Positive
53,5,8,5,1,10,8,5,7,6.125,SYNTHETIC: explanations are easy to follow; assignments are manageable; doubt solving is helpful,0.43333333333333335,Positive
58,9,3,7,1,2,3,10,7,5.25,SYNTHETIC: need clearer explanations; assignments are manageable; hard to get help when needed; course needs better structure; presentations add value,0.10416666666666666,Positive
157,9,6,8,2,8,4,4,3,5.5,SYNTHETIC: assignments are manageable; got quick support; course needs better structure; presentations add value,0.41666666666666663,Positive
28,8,6,6,9,9,9,4,7,7.25,SYNTHETIC: workload feels heavy; mentor support is good,0.24999999999999997,Positive
833,8,6,7,7,7,9,10,9,7.875,SYNTHETIC: workload feels heavy; mentor support is good; presentations add value,0.24999999999999997,Positive
252,8,9,4,6,10,2,7,5,6.375,SYNTHETIC: teaching is clear and concise; doubt solving is helpful; unclear weekly plan; slides could be improved,0.1,Neutral
658,8,5,6,7,10,4,6,4,6.25,SYNTHETIC: tasks felt challenging; mentor support is good; course needs better structure,0.5666666666666667,Positive
179,6,3,7,6,2,6,5,2,4.625,SYNTHETIC: need clearer explanations; need more support for doubts; slides are helpful,0.5,Positive
851,9,6,4,10,2,1,3,10,5.625,SYNTHETIC: workload feels heavy; need more support for doubts; unclear weekly plan; slides could be improved,0.15,Positive
809,7,8,7,5,10,2,8,8,6.875,SYNTHETIC: concepts are clear; doubt solving is helpful; course needs better structure; slides are helpful,0.3,Positive
330,7,7,5,7,9,10,2,2,6.125,SYNTHETIC: explanations are easy to follow; workload feels heavy; got quick support,0.18888888888888888,Positive
94,10,10,4,7,8,2,4,4,6.125,SYNTHETIC: concepts are clear; assignments are too hard; mentor support is good; course needs better structure; presentations are text-heavy,0.2520833333333333,Positive
826,10,5,7,2,8,7,10,5,6.75,SYNTHETIC: assignments are manageable; doubt solving is helpful; presentations add value,0.0,Neutral
227,9,3,6,4,7,4,4,7,5.5,SYNTHETIC: need clearer explanations; got quick support; unclear weekly plan,0.3333333333333333,Positive
1000,9,8,5,4,10,7,7,10,7.5,SYNTHETIC: teaching is clear and concise; doubt solving is helpful,0.1,Neutral
114,10,9,7,1,8,4,4,2,5.625,SYNTHETIC: concepts are clear; tasks are fair; doubt solving is helpful; unclear weekly plan; slides are helpful,0.39999999999999997,Positive
251,5,9,6,9,6,4,5,2,5.75,SYNTHETIC: explanations are easy to follow; tasks felt challenging; course needs better structure,0.4777777777777778,Positive
613,5,6,6,3,9,4,2,9,5.5,SYNTHETIC: tasks are fair; mentor support is good; unclear weekly plan,0.7,Positive
101,10,5,6,6,9,8,10,3,7.125,SYNTHETIC: got quick support,0.3333333333333333,Positive
871,7,8,7,10,10,7,2,2,6.625,SYNTHETIC: concepts are clear; assignments are too hard; doubt solving is helpful; slides are helpful,-0.09583333333333335,Neutral
551,6,3,5,7,3,1,9,10,5.5,SYNTHETIC: need clearer explanations; tasks felt challenging; slow response to queries; course needs better structure,0.2333333333333333,Positive
931,6,5,7,3,6,5,6,10,6.0,SYNTHETIC: workload is reasonable; slides are helpful,0.2,Positive
49,8,7,8,8,1,1,8,3,5.5,SYNTHETIC: teaching is clear and concise; workload feels heavy; slow response to queries; unclear weekly plan; presentations add value,-0.07500000000000001,Neutral
512,5,10,7,9,9,9,6,9,8.0,SYNTHETIC: concepts are clear; workload feels heavy; got quick support; presentations add value,0.07777777777777777,Neutral
261,9,9,7,7,4,10,5,9,7.5,SYNTHETIC: teaching is clear and concise; tasks felt challenging; need more support for doubts; presentations add value,0.3,Positive
754,6,9,4,4,3,10,2,10,6.0,SYNTHETIC: concepts are clear; hard to get help when needed; slides could be improved,-0.09583333333333335,Neutral
345,8,2,8,9,10,10,9,5,7.625,SYNTHETIC: struggled to follow some topics; workload feels heavy; got quick support; slides are helpful,0.06666666666666665,Neutral
970,10,9,5,7,6,7,4,7,6.875,SYNTHETIC: explanations are easy to follow; workload feels heavy,0.11666666666666667,Positive
990,6,9,6,4,9,5,10,8,7.125,SYNTHETIC: concepts are clear; mentor support is good,0.39999999999999997,Positive
911,6,4,4,10,9,4,7,2,5.75,SYNTHETIC: struggled to follow some topics; workload feels heavy; mentor support is good; course needs better structure; presentations are text-heavy,0.3333333333333333,Positive
909,9,8,5,9,5,6,9,7,7.25,SYNTHETIC: concepts are clear; assignments are too hard,-0.09583333333333335,Neutral
817,6,5,7,10,10,4,6,6,6.75,SYNTHETIC: tasks felt challenging; mentor support is good; unclear weekly plan; slides are helpful,0.6,Positive
733,10,10,5,1,4,1,3,4,4.75,SYNTHETIC: teaching is clear and concise; tasks are fair; need more support for doubts; unclear weekly plan,0.35,Positive
626,7,9,5,4,9,4,3,1,5.25,SYNTHETIC: explanations are easy to follow; doubt solving is helpful; course needs better structure,0.4666666666666667,Positive
292,7,9,8,1,5,4,7,4,5.625,SYNTHETIC: concepts are clear; tasks are fair; course needs better structure; slides are helpful,0.4333333333333333,Positive
82,5,10,8,4,4,10,5,5,6.375,SYNTHETIC: teaching is clear and concise; slow response to queries; slides are helpful,-0.03333333333333335,Neutral
355,10,8,5,6,5,10,1,8,6.625,SYNTHETIC: explanations are easy to follow,0.43333333333333335,Positive
948,9,5,4,7,9,3,5,7,6.125,SYNTHETIC: workload feels heavy; mentor support is good; unclear weekly plan; presentations are text-heavy,0.24999999999999997,Positive
341,9,4,4,4,7,5,5,8,5.75,SYNTHETIC: concepts feel confusing; got quick support; slides could be improved,0.016666666666666663,Neutral
952,7,9,5,7,8,8,10,5,7.375,SYNTHETIC: explanations are easy to follow; tasks felt challenging; mentor support is good,0.5444444444444444,Positive
711,7,3,4,6,3,7,6,4,5.0,SYNTHETIC: need clearer explanations; hard to get help when needed; presentations are text-heavy,-0.2916666666666667,Negative
635,7,3,8,6,7,4,10,5,6.25,SYNTHETIC: struggled to follow some topics; doubt solving is helpful; course needs better structure; slides are helpful,0.5,Positive
850,5,8,7,4,8,7,8,6,6.625,SYNTHETIC: teaching is clear and concise; doubt solving is helpful; slides are helpful,0.1,Neutral
716,6,3,7,9,2,3,3,6,4.875,SYNTHETIC: concepts feel confusing; workload feels heavy; slow response to queries; course needs better structure; slides are helpful,-0.07500000000000001,Neutral
627,10,2,4,1,6,5,9,5,5.25,SYNTHETIC: concepts feel confusing; tasks are fair; presentations are text-heavy,0.19999999999999998,Positive
661,6,10,4,3,8,2,7,6,5.75,SYNTHETIC: teaching is clear and concise; workload is reasonable; mentor support is good; course needs better structure; slides could be improved,0.32,Positive
877,8,9,4,5,10,10,10,2,7.25,SYNTHETIC: concepts are clear; doubt solving is helpful; presentations are text-heavy,0.09999999999999999,Neutral
177,8,2,6,2,8,1,9,9,5.625,SYNTHETIC: need clearer explanations; assignments are manageable; got quick support; course needs better structure,0.41666666666666663,Positive
322,8,10,7,3,3,3,1,5,5.0,SYNTHETIC: teaching is clear and concise; workload is reasonable; slow response to queries; unclear weekly plan; presentations add value,0.024999999999999994,Neutral
914,9,2,4,2,4,2,2,9,4.25,SYNTHETIC: concepts feel confusing; workload is reasonable; slow response to queries; unclear weekly plan; slides could be improved,-0.13333333333333333,Negative
486,10,9,5,1,4,10,6,9,6.75,SYNTHETIC: explanations are easy to follow; tasks are fair; need more support for doubts,0.5444444444444444,Positive
723,6,10,5,3,10,3,6,4,5.875,SYNTHETIC: explanations are easy to follow; tasks are fair; doubt solving is helpful; unclear weekly plan,0.5666666666666667,Positive
105,9,10,5,1,3,1,1,2,4.0,SYNTHETIC: concepts are clear; workload is reasonable; need more support for doubts; course needs better structure,0.325,Positive
52,6,10,4,1,7,3,10,2,5.375,SYNTHETIC: teaching is clear and concise; assignments are manageable; got quick support; unclear weekly plan; slides could be improved,0.17777777777777778,Positive
436,9,9,4,10,1,10,10,2,6.875,SYNTHETIC: explanations are easy to follow; workload feels heavy; slow response to queries; slides could be improved,-0.022222222222222237,Neutral
829,6,9,5,3,2,2,10,9,5.75,SYNTHETIC: concepts are clear; workload is reasonable; hard to get help when needed; course needs better structure,0.12708333333333333,Positive
753,5,10,8,7,5,10,9,7,7.625,SYNTHETIC: teaching is clear and concise; workload feels heavy; presentations add value,0.0,Neutral
130,7,9,5,9,3,2,5,4,5.5,SYNTHETIC: concepts are clear; workload feels heavy; need more support for doubts; unclear weekly plan,0.13333333333333333,Positive
91,6,5,4,2,5,8,3,3,4.5,SYNTHETIC: workload is reasonable; slides could be improved,0.2,Positive
590,10,3,4,4,9,9,6,2,5.875,SYNTHETIC: concepts feel confusing; doubt solving is helpful; presentations are text-heavy,-0.3,Negative
965,10,3,4,5,10,3,7,3,5.625,SYNTHETIC: need clearer explanations; mentor support is good; course needs better structure; presentations are text-heavy,0.6,Positive
99,8,9,6,2,2,3,10,6,5.75,SYNTHETIC: explanations are easy to follow; assignments are manageable; hard to get help when needed; course needs better structure,0.21388888888888888,Positive
912,7,10,7,10,2,7,5,7,6.875,SYNTHETIC: teaching is clear and concise; workload feels heavy; hard to get help when needed; presentations add value,-0.07291666666666667,Neutral
395,9,6,8,2,7,9,8,10,7.375,SYNTHETIC: workload is reasonable; doubt solving is helpful; slides are helpful,0.2,Positive
923,6,3,5,6,9,4,10,3,5.75,SYNTHETIC: concepts feel confusing; mentor support is good; unclear weekly plan,0.19999999999999998,Positive
499,7,9,8,3,5,1,5,2,5.0,SYNTHETIC: concepts are clear; assignments are manageable; unclear weekly plan; slides are helpful,0.09999999999999999,Neutral
115,5,5,7,1,3,8,1,10,5.0,SYNTHETIC: workload is reasonable; slow response to queries; presentations add value,-0.05000000000000002,Neutral
815,5,9,6,6,2,9,5,3,5.625,SYNTHETIC: explanations are easy to follow; slow response to queries,0.06666666666666665,Neutral
570,10,10,6,8,9,2,8,10,7.875,SYNTHETIC: teaching is clear and concise; assignments are too hard; mentor support is good; course needs better structure,0.22166666666666668,Positive
825,9,7,8,1,3,2,9,3,5.25,SYNTHETIC: teaching is clear and concise; workload is reasonable; need more support for doubts; course needs better structure; slides are helpful,0.27999999999999997,Positive
620,9,5,8,2,8,10,8,8,7.25,SYNTHETIC: tasks are fair; doubt solving is helpful; slides are helpful,0.7,Positive
175,10,9,8,2,1,6,7,2,5.625,SYNTHETIC: teaching is clear and concise; tasks are fair; slow response to queries; presentations add value,0.14999999999999997,Positive
358,5,7,4,3,3,10,3,4,4.875,SYNTHETIC: teaching is clear and concise; tasks are fair; slow response to queries; presentations are text-heavy,0.14999999999999997,Positive
191,7,4,5,2,5,10,4,7,5.5,SYNTHETIC: concepts feel confusing; assignments are manageable,-0.3,Negative
492,6,5,8,10,3,8,3,2,5.625,SYNTHETIC: workload feels heavy; hard to get help when needed; presentations add value,-0.24583333333333335,Negative
529,9,6,6,1,4,10,1,7,5.5,SYNTHETIC: tasks are fair; hard to get help when needed,0.20416666666666664,Positive
389,5,5,8,6,2,3,5,7,5.125,SYNTHETIC: hard to get help when needed; course needs better structure; presentations add value,0.10416666666666666,Positive
878,6,5,8,4,10,3,9,10,6.875,SYNTHETIC: mentor support is good; course needs better structure; slides are helpful,0.6,Positive
368,7,9,8,3,2,7,4,1,5.125,SYNTHETIC: explanations are easy to follow; assignments are manageable; slow response to queries; presentations add value,0.06666666666666665,Neutral
122,7,5,5,3,9,6,9,2,5.75,SYNTHETIC: assignments are manageable; doubt solving is helpful,0.0,Neutral
332,9,2,7,2,8,7,4,10,6.125,SYNTHETIC: concepts feel confusing; assignments are manageable; doubt solving is helpful; slides are helpful,-0.3,Negative
303,7,4,5,4,7,2,1,6,4.5,SYNTHETIC: concepts feel confusing; mentor support is good; unclear weekly plan,0.19999999999999998,Positive
336,8,10,4,5,6,7,2,3,5.625,SYNTHETIC: explanations are easy to follow; slides could be improved,0.43333333333333335,Positive
588,6,6,4,10,10,10,3,9,7.25,SYNTHETIC: tasks felt challenging; mentor support is good; slides could be improved,0.6,Positive
609,10,9,4,4,1,5,9,10,6.5,SYNTHETIC: explanations are easy to follow; need more support for doubts; presentations are text-heavy,0.4666666666666667,Positive
920,10,6,7,10,10,2,4,2,6.375,SYNTHETIC: tasks felt challenging; got quick support; unclear weekly plan; presentations add value,0.41666666666666663,Positive
370,9,4,7,10,1,10,2,7,6.25,SYNTHETIC: struggled to follow some topics; assignments are too hard; hard to get help when needed; slides are helpful,-0.2916666666666667,Negative
405,10,2,5,5,5,1,4,6,4.75,SYNTHETIC: concepts feel confusing; course needs better structure,0.1,Neutral
779,10,8,6,3,8,8,7,8,7.25,SYNTHETIC: concepts are clear; workload is reasonable; doubt solving is helpful,0.15,Positive
962,10,6,4,5,1,7,1,10,5.5,SYNTHETIC: hard to get help when needed; slides could be improved,-0.2916666666666667,Negative
268,10,6,5,9,9,1,8,6,6.75,SYNTHETIC: tasks felt challenging; got quick support; unclear weekly plan,0.41666666666666663,Positive
625,10,7,6,7,9,6,3,3,6.375,SYNTHETIC: teaching is clear and concise; tasks felt challenging; doubt solving is helpful,0.2333333333333333,Positive
217,8,9,8,3,8,5,5,5,6.375,SYNTHETIC: concepts are clear; tasks are fair; doubt solving is helpful; presentations add value,0.39999999999999997,Positive
479,10,10,4,6,5,9,2,3,6.125,SYNTHETIC: explanations are easy to follow; presentations are text-heavy,0.43333333333333335,Positive
500,9,5,8,4,2,2,5,1,4.5,SYNTHETIC: need more support for doubts; unclear weekly plan; slides are helpful,0.5,Positive
409,8,9,7,3,10,4,6,1,6.0,SYNTHETIC: teaching is clear and concise; tasks are fair; got quick support; course needs better structure; slides are helpful,0.3466666666666666,Positive
546,7,7,5,1,9,8,1,1,4.875,SYNTHETIC: explanations are easy to follow; tasks are fair; got quick support,0.4888888888888889,Positive
967,5,5,8,8,1,9,8,5,6.125,SYNTHETIC: tasks felt challenging; need more support for doubts; slides are helpful,0.5,Positive
343,8,4,7,1,10,8,2,6,5.75,SYNTHETIC: need clearer explanations; assignments are manageable; got quick support; presentations add value,0.3333333333333333,Positive
639,7,4,7,7,6,10,5,7,6.625,SYNTHETIC: struggled to follow some topics; workload feels heavy; slides are helpful,-0.2,Negative
402,6,8,6,9,4,8,5,7,6.625,SYNTHETIC: concepts are clear; tasks felt challenging; need more support for doubts,0.3666666666666667,Positive
617,5,7,5,4,7,1,10,6,5.625,SYNTHETIC: teaching is clear and concise; got quick support; course needs better structure,0.2583333333333333,Positive
349,6,8,8,2,9,9,2,8,6.5,SYNTHETIC: teaching is clear and concise; assignments are manageable; got quick support; slides are helpful,0.17777777777777778,Positive
994,8,5,5,2,5,5,9,5,5.5,SYNTHETIC: workload is reasonable,0.2,Positive
279,5,10,7,1,4,4,9,4,5.5,SYNTHETIC: teaching is clear and concise; tasks are fair; slow response to queries; course needs better structure; presentations add value,0.21999999999999997,Positive
926,10,7,5,1,1,6,6,1,4.625,SYNTHETIC: teaching is clear and concise; assignments are manageable; slow response to queries,-0.03333333333333335,Neutral
816,10,8,5,9,2,7,9,3,6.625,SYNTHETIC: teaching is clear and concise; tasks felt challenging; need more support for doubts,0.3,Positive
765,8,7,8,5,7,7,7,7,7.0,SYNTHETIC: explanations are easy to follow; mentor support is good; slides are helpful,0.5666666666666667,Positive
160,10,6,5,4,2,10,4,7,6.0,SYNTHETIC: hard to get help when needed,-0.2916666666666667,Negative
606,8,3,8,1,6,4,8,9,5.875,SYNTHETIC: need clearer explanations; tasks are fair; course needs better structure; presentations add value,0.6,Positive
602,5,3,6,2,8,10,3,1,4.75,SYNTHETIC: struggled to follow some topics; tasks are fair; doubt solving is helpful,0.7,Positive
893,10,6,8,1,1,10,1,3,5.0,SYNTHETIC: assignments are manageable; slow response to queries; slides are helpful,-0.30000000000000004,Negative
810,9,6,7,3,5,9,10,5,6.75,SYNTHETIC: assignments are manageable; presentations add value,0.0,Neutral
802,8,2,6,6,3,8,7,7,5.875,SYNTHETIC: concepts feel confusing; need more support for doubts,0.1,Neutral
162,6,2,5,2,10,2,8,8,5.375,SYNTHETIC: need clearer explanations; workload is reasonable; got quick support; course needs better structure,0.3444444444444444,Positive
449,5,7,8,9,3,2,7,10,6.375,SYNTHETIC: teaching is clear and concise; workload feels heavy; slow response to queries; unclear weekly plan; slides are helpful,-0.07500000000000001,Neutral
463,7,8,7,8,1,4,4,1,5.0,SYNTHETIC: teaching is clear and concise; assignments are too hard; need more support for doubts; unclear weekly plan; presentations add value,0.10208333333333333,Positive
41,5,3,5,9,3,1,8,8,5.25,SYNTHETIC: struggled to follow some topics; tasks felt challenging; hard to get help when needed; unclear weekly plan,0.10416666666666666,Positive
838,6,3,6,8,7,1,8,8,5.875,SYNTHETIC: concepts feel confusing; workload feels heavy; doubt solving is helpful; course needs better structure,0.0,Neutral
703,10,7,8,3,4,7,9,8,7.0,SYNTHETIC: explanations are easy to follow; assignments are manageable; need more support for doubts; presentations add value,0.4666666666666667,Positive
490,9,2,6,10,9,8,2,4,6.25,SYNTHETIC: struggled to follow some topics; assignments are too hard; got quick support,0.020833333333333315,Neutral
906,7,7,8,4,5,2,4,5,5.25,SYNTHETIC: explanations are easy to follow; course needs better structure; slides are helpful,0.4666666666666667,Positive
174,7,3,6,7,10,10,2,3,6.0,SYNTHETIC: struggled to follow some topics; assignments are too hard; doubt solving is helpful,-0.2916666666666667,Negative
4,5,8,5,7,10,7,3,1,5.75,SYNTHETIC: explanations are easy to follow; assignments are too hard; mentor support is good,0.2805555555555555,Positive
161,6,7,8,3,5,10,6,4,6.125,SYNTHETIC: concepts are clear; workload is reasonable; presentations add value,0.15,Positive
31,5,4,5,9,9,2,4,1,4.875,SYNTHETIC: need clearer explanations; workload feels heavy; got quick support; unclear weekly plan,0.06666666666666665,Neutral
623,6,4,6,6,10,10,3,9,6.75,SYNTHETIC: concepts feel confusing; doubt solving is helpful,-0.3,Negative
818,10,5,4,9,2,6,2,6,5.5,SYNTHETIC: assignments are too hard; need more support for doubts; presentations are text-heavy,0.10416666666666666,Positive
60,5,6,5,3,1,7,5,3,4.375,SYNTHETIC: tasks are fair; need more support for doubts,0.6,Positive
384,6,2,7,9,4,4,2,8,5.25,SYNTHETIC: struggled to follow some topics; assignments are too hard; need more support for doubts; unclear weekly plan; presentations add value,0.10416666666666666,Positive
971,7,6,7,4,6,6,7,9,6.5,SYNTHETIC: presentations add value,0.0,Neutral
427,7,3,7,2,9,8,8,7,6.375,SYNTHETIC: struggled to follow some topics; workload is reasonable; doubt solving is helpful; slides are helpful,0.2,Positive
431,10,9,4,3,3,9,4,1,5.375,SYNTHETIC: concepts are clear; tasks are fair; slow response to queries; slides could be improved,0.16666666666666663,Positive
408,6,5,4,7,1,8,6,7,5.5,SYNTHETIC: tasks felt challenging; slow response to queries; presentations are text-heavy,0.09999999999999998,Neutral
577,10,7,4,10,7,2,5,1,5.75,SYNTHETIC: teaching is clear and concise; workload feels heavy; doubt solving is helpful; unclear weekly plan; slides could be improved,0.0,Neutral
803,6,10,8,5,6,5,6,7,6.625,SYNTHETIC: teaching is clear and concise; presentations add value,0.1,Neutral
273,9,3,7,1,5,3,8,4,5.0,SYNTHETIC: struggled to follow some topics; assignments are manageable; course needs better structure; presentations add value,0.5,Positive
371,6,3,4,9,4,10,4,10,6.25,SYNTHETIC: concepts feel confusing; tasks felt challenging; need more support for doubts; presentations are text-heavy,0.2333333333333333,Positive
999,6,7,8,8,9,9,9,5,7.625,SYNTHETIC: explanations are easy to follow; tasks felt challenging; got quick support; slides are helpful,0.4222222222222222,Positive
595,10,5,5,4,10,4,4,4,5.75,SYNTHETIC: got quick support; course needs better structure,0.41666666666666663,Positive
63,8,8,7,4,4,4,8,2,5.625,SYNTHETIC: concepts are clear; slow response to queries; course needs better structure; presentations add value,0.09999999999999998,Neutral
899,5,4,7,7,2,6,1,1,4.125,SYNTHETIC: need clearer explanations; assignments are too hard; need more support for doubts; presentations add value,0.10416666666666666,Positive
0,7,4,8,2,1,4,8,3,4.625,SYNTHETIC: struggled to follow some topics; tasks are fair; need more support for doubts; course needs better structure; slides are helpful,0.5666666666666667,Positive
796,7,9,6,2,7,7,6,8,6.5,SYNTHETIC: explanations are easy to follow; assignments are manageable; doubt solving is helpful,0.43333333333333335,Positive
181,10,10,4,2,1,5,3,1,4.5,SYNTHETIC: teaching is clear and concise; workload is reasonable; hard to get help when needed; presentations are text-heavy,0.027083333333333334,Neutral
290,6,7,6,4,2,8,9,7,6.125,SYNTHETIC: explanations are easy to follow; slow response to queries,0.06666666666666665,Neutral
373,6,4,8,10,5,3,10,10,7.0,SYNTHETIC: concepts feel confusing; tasks felt challenging; unclear weekly plan; slides are helpful,0.1,Neutral
285,6,10,5,7,3,3,5,1,5.0,SYNTHETIC: explanations are easy to follow; assignments are too hard; need more support for doubts; course needs better structure,0.28541666666666665,Positive
882,6,3,4,1,7,5,4,2,4.0,SYNTHETIC: concepts feel confusing; assignments are manageable; got quick support; slides could be improved,0.016666666666666663,Neutral
776,8,3,7,6,3,7,6,7,5.875,SYNTHETIC: need clearer explanations; hard to get help when needed; slides are helpful,-0.2916666666666667,Negative
935,10,9,7,2,8,2,1,2,5.125,SYNTHETIC: teaching is clear and concise; tasks are fair; doubt solving is helpful; course needs better structure; slides are helpful,0.35,Positive
679,10,6,4,5,10,9,6,7,7.125,SYNTHETIC: doubt solving is helpful; presentations are text-heavy,0.0,Neutral
102,7,4,6,3,5,7,5,5,5.25,SYNTHETIC: need clearer explanations; assignments are manageable,0.0,Neutral
618,5,8,6,9,3,8,7,9,6.875,SYNTHETIC: teaching is clear and concise; assignments are too hard; need more support for doubts,0.10208333333333333,Positive
607,8,4,4,10,10,8,3,7,6.75,SYNTHETIC: struggled to follow some topics; tasks felt challenging; got quick support; presentations are text-heavy,0.41666666666666663,Positive
743,9,7,7,10,1,5,5,10,6.75,SYNTHETIC: teaching is clear and concise; workload feels heavy; hard to get help when needed; slides are helpful,-0.07291666666666667,Neutral
682,8,5,8,9,2,10,3,4,6.125,SYNTHETIC: workload feels heavy; slow response to queries; presentations add value,-0.25,Negative
16,5,3,6,6,5,8,8,2,5.375,SYNTHETIC: concepts feel confusing,-0.3,Negative
969,8,6,8,10,2,1,3,2,5.0,SYNTHETIC: assignments are too hard; need more support for doubts; course needs better structure; slides are helpful,0.23611111111111108,Positive
46,8,4,4,9,5,7,4,8,6.125,SYNTHETIC: need clearer explanations; assignments are too hard; presentations are text-heavy,-0.2916666666666667,Negative
706,6,8,7,9,8,6,4,1,6.125,SYNTHETIC: explanations are easy to follow; assignments are too hard; mentor support is good; presentations add value,0.2805555555555555,Positive
993,9,9,4,1,5,2,9,9,6.0,SYNTHETIC: teaching is clear and concise; workload is reasonable; unclear weekly plan; slides could be improved,0.13333333333333333,Positive
508,10,6,5,8,8,5,7,10,7.375,SYNTHETIC: assignments are too hard; doubt solving is helpful,-0.2916666666666667,Negative
989,8,4,5,4,8,6,7,3,5.625,SYNTHETIC: concepts feel confusing; got quick support,0.016666666666666663,Neutral
133,10,4,7,3,5,4,4,5,5.25,SYNTHETIC: struggled to follow some topics; assignments are manageable; course needs better structure; slides are helpful,0.5,Positive
15,8,9,8,3,6,10,2,3,6.125,SYNTHETIC: concepts are clear; assignments are manageable; slides are helpful,0.09999999999999999,Neutral
78,10,9,6,8,10,7,7,8,8.125,SYNTHETIC: concepts are clear; assignments are too hard; doubt solving is helpful,-0.09583333333333335,Neutral
433,6,6,8,4,8,9,4,1,5.75,SYNTHETIC: got quick support; presentations add value,0.3333333333333333,Positive
784,7,7,4,3,7,8,6,10,6.5,SYNTHETIC: teaching is clear and concise; tasks are fair; got quick support; presentations are text-heavy,0.3083333333333333,Positive
983,5,2,4,1,9,4,3,2,3.75,SYNTHETIC: struggled to follow some topics; assignments are manageable; mentor support is good; course needs better structure; presentations are text-heavy,0.6,Positive
197,9,3,5,9,8,2,4,10,6.25,SYNTHETIC: concepts feel confusing; tasks felt challenging; mentor support is good; course needs better structure,0.35,Positive
483,8,2,6,2,10,2,2,5,4.625,SYNTHETIC: need clearer explanations; workload is reasonable; mentor support is good; course needs better structure,0.4666666666666666,Positive
376,5,5,5,8,8,4,6,10,6.375,SYNTHETIC: workload feels heavy; mentor support is good; course needs better structure,0.3333333333333333,Positive
915,10,7,4,6,9,4,9,5,6.75,SYNTHETIC: explanations are easy to follow; got quick support; unclear weekly plan; slides could be improved,0.3833333333333333,Positive
210,6,5,7,9,5,1,2,4,4.875,SYNTHETIC: assignments are too hard; unclear weekly plan; slides are helpful,-0.2916666666666667,Negative
20,8,4,5,1,10,10,7,5,6.25,SYNTHETIC: need clearer explanations; assignments are manageable; got quick support,0.3333333333333333,Positive
425,5,9,8,1,10,8,10,10,7.625,SYNTHETIC: teaching is clear and concise; assignments are manageable; doubt solving is helpful; slides are helpful,0.1,Neutral
668,6,3,6,1,2,10,9,3,5.0,SYNTHETIC: struggled to follow some topics; workload is reasonable; need more support for doubts,0.35,Positive
54,7,2,5,1,5,3,1,3,3.375,SYNTHETIC: struggled to follow some topics; workload is reasonable; course needs better structure,0.35,Positive
950,7,2,7,10,5,3,4,7,5.625,SYNTHETIC: need clearer explanations; tasks felt challenging; unclear weekly plan; slides are helpful,0.5,Positive
782,6,7,4,2,2,1,3,8,4.125,SYNTHETIC: explanations are easy to follow; tasks are fair; hard to get help when needed; unclear weekly plan; slides could be improved,0.2805555555555555,Positive
108,5,5,7,5,10,7,3,9,6.375,SYNTHETIC: doubt solving is helpful; presentations add value,0.0,Neutral
400,9,4,5,5,8,10,6,10,7.125,SYNTHETIC: need clearer explanations; mentor support is good,0.7,Positive
685,10,9,7,3,1,6,6,4,5.75,SYNTHETIC: concepts are clear; workload is reasonable; need more support for doubts; presentations add value,0.26666666666666666,Positive
673,9,3,4,4,7,9,8,4,6.0,SYNTHETIC: need clearer explanations; doubt solving is helpful; presentations are text-heavy,0.0,Neutral
198,6,7,7,7,3,5,4,3,5.25,SYNTHETIC: explanations are easy to follow; tasks felt challenging; slow response to queries; presentations add value,0.2111111111111111,Positive
14,5,5,8,9,7,5,2,1,5.25,SYNTHETIC: workload feels heavy; mentor support is good; slides are helpful,0.24999999999999997,Positive
172,6,5,8,3,4,3,10,3,5.25,SYNTHETIC: tasks are fair; hard to get help when needed; unclear weekly plan; slides are helpful,0.20416666666666664,Positive
